sku,titulo,variante,Unidad,Unidades x dosis,contenido,dosis_totales,confianza,fuente,evidencia
VHMX00812,"Vitamina A, C, D, Betaglucanos y Zinc 4g Pro D-Fence de Súluu | Fortalece el Sistema Inmunológico, Ayudando en la Recupe",60 gomitas,Gomitas,2,60,30,alta,texto,Tomar 2 gomitas
VHMX00813,"Ácido fólico, Vitaminas y Minerales Prenacim 4g de Súluu | Bienestar femenino, fortalece el sistema inmunológico | 240g ",60 gomitas,Gomitas,2,60,30,alta,texto,Tomar 2 gomitas
VHMX00814,"Vitaminas A, C, D, E, Calcio, Magnesio, Yodo, Zinc, Inositol, Vitaminas del complejo B - Multivitamínico para niños 4g d",60 gomitas,Gomitas,2,60,30,alta,imagen,etiqueta: Tamaño de porción 2 gomitas (4g c/u). Porciones por envase: 30. Corregido: unidad era Gramos y dosis era 4 (gramos); en realidad son 2 gomitas de 4g c/u.
VHMX00815,"Vitaminas del complejo B, Calcio, Hierro y Vitamina C, D y K 4g de Súluu | Diseñado con el fin de promover la fortaleza ",60 gomitas,Gomitas,2,60,30,alta,texto,Tomar 2 gomitas
VHMX00816,"Cafeína natural + Taurina + Vitaminas y Minerales 4g Bolt Boost de Súluu | Aumento del Rendimiento Físico, Potenciando l",60 Gomitas,Gomitas,2,60,30,alta,texto,Tomar 2 gomitas
VHMX00817,"Manzanilla + L-Teanina + Magnesio y Zinc 4g Multivitamínico Relaha de Súluu | Ayuda a reducir el estrés y la ansiedad, p",60 Gomitas,Gomitas,2,60,30,alta,texto,Tomar 2 gomitas
VHMX00818,"Luteína + Betacarotenos + Vitamins y Minerales 4g Luz Azul de Súluu | Contribuye a la reducción del estrés ocular, mante",60 gomitas,Gomitas,2,60,30,alta,texto,Tomar 2 gomitas
VHMX00819,"Extracto de Té Verde  Vitaminas y Minerales 4g Neuro Focus Nootrópico de Súluu | Promueve la función cognitiva, contribu",60 gomitas,Gomitas,2,60,30,alta,texto,Tomar 2 gomitas
VHMX00820,"Vitamina A, C, E + Biotina, Selenio y Zinc 4g Beau de Súluu | Ayuda a mejorar la elasticidad, tonificación y aspecto gen",60 gomitas,Gomitas,2,60,30,alta,texto,Tomar 2 gomitas
VHMX00821,"GABA + Magnesio + Pasiflora y Manzanilla 4g Media Luna de Súluu | Promueve un sueño profundo y reparador, actuando sobre",60 Gomitas,Gomitas,2,60,30,alta,texto,Tomar 2 gomitas
VHMX00544,"Betaína HCI de Acción Rápida con Extracto de Higo Chumbo y Hoja de Olivo, Enzimas Veganas de Enzymedica para la Digestió",60 cápsulas,Cápsulas,2,60,30,alta,texto,Tomar de 1 a 2 cápsulas
VHMX00545,Candidase™  (equivalente Candida Support) Enzimas Digestivas + Probióticos de Enzymedica -Fuerza Extra | Diseñado para p,42 cápsulas,Cápsulas,1,42,42,alta,texto,Tomar 1 cápsula
VHMX00920,50 Billones Probióticos + Prebióticos Bioflora | Suplemento  | Salud Digestiva,35 cápsulas,Cápsulas,1,35,35,alta,texto,Tomar 1 cápsula
VHMX00921,30 Billones Probióticos + Prebióticos con Vitamina C 426mg de Bioflora | Ayuda a restaurar la flora intestinal | 35 cáps,35 cápsulas,Cápsulas,1,35,35,alta,texto,Tomar 1 cápsula
VHMX00922,Probióticos + Prebióticos 20 Billones de UFC 430mg WOMAN de Bioflora | Bienestar Digestivo Femenina | 35 Cápsulas Ácido,35 cápsulas,Cápsulas,1,35,35,alta,texto,Tomar 1 cápsula
VHMX00923,Probióticos + Prebióticos 20 Billones WOMAN CRANBERRY Bioflora | Apoya la función urinaria y previene infecciones | 60 c,60 cápsulas,Cápsulas,2,60,30,alta,texto,Tomar 2 cápsulas
VHMX00832,"Multivitamínico con Magnesio, Probióticos, Colágeno de Vitativa - Elemental | Apoyo Inmunológico + Energía | Presentació",Uva,Medidas,2,200,20,alta,imagen,"etiqueta (img_3): Tamaño de porción 2 Scoops diarios, dosis 5g c/u = 10g total. Contenido 200g → 200÷10 = 20 porciones."
VHMX00831,"Multivitamínico con Magnesio, Probióticos, Colágeno de Vitativa - Elemental | Apoyo Inmunológico + Energía | Presentació",Fresa - limon,Medidas,2,200,20,alta,imagen,"mismo producto que VHMX00832 (Elemental Vitativa), variante Fresa-limón. Tabla confirmada en VHMX00832 img_3: 2 scoops de 5g = 10g, 200g envase → 20 porciones."
VHMX00833,"Multivitamínico con Magnesio, Probióticos, Colágeno de Vitativa - Elemental | Apoyo Inmunológico + Energía | Presentació",Naranja y Mandarina,Medidas,2,200,20,alta,imagen,"mismo producto que VHMX00832 (Elemental Vitativa), variante Naranja y Mandarina. Tabla confirmada en VHMX00832 img_3: 2 scoops de 5g = 10g, 200g envase → 20 porciones."
VHMX00839,"Citrato de Magnesio y Potasio, Multivitamínico con Aminoácidos de Vitativa - Vulcano Metabolic | Diseñado para contribui",Fresa,Medidas,2,300,30,alta,imagen,"etiqueta (img_3): Tamaño de porción 2 Scoops diarios, dosis 5g c/u = 10g total. Contenido 300g → 300÷10 = 30 porciones. Variante Fresa."
VHMX00840,"Citrato de Magnesio y Potasio, Multivitamínico con Aminoácidos de Vitativa - Vulcano Metabolic | Diseñado para contribui",Uva,Medidas,2,300,30,alta,imagen,"etiqueta (img_3): idéntica a VHMX00839. Tamaño de porción 2 Scoops, 5g c/u = 10g. 300g → 30 porciones. Variante Uva."
VHMX00841,"Citrato de Magnesio y Potasio, Multivitamínico con Aminoácidos de Vitativa - Vulcano Metabolic | Diseñado para contribui",Naranja,Medidas,2,300,30,alta,imagen,"etiqueta (img_3): idéntica a VHMX00839. Tamaño de porción 2 Scoops, 5g c/u = 10g. 300g → 30 porciones. Variante Naranja."
VHMX00842,"Multivitamínico con Minerales, Aminoácidos, Hongos Adaptógenos para Hombres de Vitativa - Viggo Testo | Bienestar Mascul",Fresa,Medidas,2,230,23,media,imagen,"no hay imagen trasera con tabla nutrimental disponible. Misma línea Vitativa polvo, patrón 2 scoops de 5g = 10g inferido. Contenido 230g → 23 porciones calculadas (230÷10). Variante Fresa."
VHMX00843,"Multivitamínico con Minerales, Aminoácidos, Hongos Adaptógenos para Hombres de Vitativa - Viggo Testo | Bienestar Mascul",Uva,Medidas,2,230,23,media,imagen,"no hay imagen trasera con tabla nutrimental disponible. Misma línea Vitativa polvo, patrón 2 scoops de 5g = 10g inferido. Contenido 230g → 23 porciones calculadas (230÷10). Variante Uva."
VHMX00844,"Multivitamínico con Minerales, Aminoácidos, Hongos Adaptógenos para Hombres de Vitativa - Viggo Testo | Bienestar Mascul",Naranja,Medidas,2,230,23,media,imagen,"no hay imagen trasera con tabla nutrimental disponible. Misma línea Vitativa polvo, patrón 2 scoops de 5g = 10g inferido. Contenido 230g → 23 porciones calculadas (230÷10). Variante Naranja."
VHMX00546,Immune Defense™ de Enzymedica | Refuerza la función del sistema inmune | 90 cápsulas,90 cápsulas,Cápsulas,1,90,90,alta,texto,Tomar 1 cápsula
VHMX00547,"Fórmula Completa para la Digestión de Lácteos de Enzymedica, con Lactasa y Proteasa | Favorece la digestión de productos",30 cápsulas,Cápsulas,1,30,30,alta,texto,Tomar 1 cápsula
VHMX00548,"Fórmula Completa de Enzimas Digestivas de Enzymedica | para Soporte Digestivo Mejorado, con Amilasa, Proteasa, Lipasa y ",30 cápsulas,Cápsulas,1,30,30,alta,texto,Tomar 1 cápsula
VHMX00549,"Enzimas Digestivas Digest Basic de Enzymedica | Apoyo Suave para Digestión, Reducción de Gases e Hinchazón | 30 Cápsulas",30 cápsulas,Cápsulas,1,30,30,alta,texto,Tomar 1 cápsula
VHMX00551,Digest Gold™ Mezcla de enzimas + ATPro  de Enzymedica | Favorece la digestión | 45 cápsulas,45 cáps,Cápsulas,1,45,45,alta,texto,Tomar 1 cápsula
VHMX00552,"Enzimas digestivas y probióticos, Digest Gold™ + Probióticos Enzymedica | Apoyo Digestivo | 45 cápsulas",45 cápsulas,Cápsulas,1,45,45,alta,texto,Tomar 1 cápsula
VHMX00553,"Enzimas Digestivas Especializadas para Soporte en la Digestión de Gluten, Lactosa, Fenoles y Caseína de Enzymedica Diges",90 cápsulas,Cápsulas,2,90,45,alta,texto,Tomar 2 cápsulas
VHMX00554,"Enzimas digestivas, GlutenEase™  Extra Fuerte Enzymedica | Digestion del Gluten | 30 cápsulas",30 cápsulas,Cápsulas,1,30,30,alta,texto,Tomar 1 cápsula
VHMX00556,Enzimas Digestivas para Niños de Enzymedica | Apoyo Digestivo Suave Natural | 90 Tabletas Masticables Veganas y Kosher,90 tabletas,Tabletas,1,90,90,alta,texto,Masticar 1 tableta
VHMX02662,Enzimas Digestivas para Niños de Enzymedica | Apoyo Digestivo Suave Natural | 90 Tabletas Masticables Veganas y Kosher,60 tabletas,Tabletas,1,60,60,alta,texto,Masticar 1 tableta
VHMX00558,Enzimas Digestivas Avanzadas Lacto™ de Enzymedica para Intolerancia a la Lactosa y Caseína | Soporte Completo para la Di,30 cápsulas,Cápsulas,1,30,30,alta,texto,Tomar 1 cápsula
VHMX00559,Enzimas Digestivas Lypo Gold de Enzymedica con Lipasa de Alta Potencia para Digestión de Grasas y Apoyo Cardiovascular |,60 cápsulas,Cápsulas,1,60,60,alta,texto,Tomar 1 cápsula
VHMX00560,"Complejo de Enzimas, Zinc 2mg, L-Leucina 30mg de Enzymedica Acid Soothe | para Alivio de Acidez e Indigestión | 60 Table",60 tabletas,Tabletas,1,60,60,alta,texto,Masticar 1 tableta
VHMX00561,"Enzima Alfa Galactosidasa 300 GalU BeanAssist™  de Enzyedica | Ayuda a mantener un sistema digestivo equilibrado, reduci",30 cápsulas,Cápsulas,1,30,30,alta,texto,Tomar 1 cápsula
VHMX00484,Minerales y Multivitaminas con Inositol para Niños de Child Life | Apoya el crecimiento y desarrollo saludable | Fórmula,273 ml,Cucharaditas,3,273,18,alta,imagen,etiqueta: Serving Size 1 tsp (5mL); 2 tsp (10mL); 3 tsp (15mL). Servings Per Container: 47; 24. Dosis máxima = 3 tsp (niños 4+). 273ml ÷ 15ml = 18.2 ≈ 18 porciones.
VHMX00485,Vitamina D3 Orgánica 400 IU por gota de Child Life | Apoyo del Sistema Inmunitario para Niños | Liquido de 6.25 ml Sabor,6.25 ml,Gotas,2,25,100,alta,imagen,"etiqueta: Serving Size 1 Drop (0.03mL); 2 Drops (0.06mL). Servings Per Container: About 200; 100. Dosis máxima = 2 drops, 100 porciones."
VHMX00486,Vitamina K2 Orgánica 5mcg por gota de Child Life | Contribuye al desarrollo y fortalecimiento de los huesos | Liquido de,7.5 ml,Gotas,6,7.5,40,alta,imagen,"etiqueta: Serving Size 1 Drop (0.03 mL); 3 Drops (0.09 mL); 6 Drops (0.18 mL). Servings Per Container: About 240; 80; 40. Máximo = 6 gotas, 40 porciones."
VHMX00487,Omega 3 500mg por cápsula - Prenatal DHA de Child Life | Apoya el desarrollo cerebral del bebé y Proporciona ácidos gras,30 cápsulas,Cápsulas,1,30,30,alta,texto,Tomar 1 cápsula
VHMX00488,DHA Puro 90mg y EPA 60mg de Child Life | Apoyo de la función Cerebral - Cognitiva Infantil | 90 cápsulas blandas Sabor N,90 cápsulas,Softgels,9,90,10,alta,imagen,"etiqueta: Serving Size 3 softgels; 6 softgels; 9 softgels. Servings Per Container: 30; 15; 10. Máximo = 9 softgels, 10 porciones. Corregido unidad de Cápsulas a Softgels."
VHMX00489,"Passiflora, Melissa Officinalis, Valeriana, L-Teanina de Child Life - Sueño Esencial | Ayuda a la mejora del sueño y bue",59 ml,ml,3,59,20,alta,imagen,"etiqueta: Serving Size 1 mL; 2 mL; 3 mL. Servings Per Container: About 59; 30; 20. Máximo = 3 mL, 20 porciones."
VHMX00490,Vitamina C Líquida para niños de Child Life | Apoyo del Sistema Inmunológico | 118ml fórmula líquida con sabor a naranja,118 ml,Cucharaditas,2,118,12,alta,imagen,"etiqueta: Serving Size 1/4 tsp (1.25 mL); 1 tsp (5 mL); 2 tsp (10 mL). Servings Per Container: 94; 24; 12. Máximo = 2 cucharaditas, 12 porciones. Corregido unidad de ml a Cucharaditas."
VHMX00491,Vitamina D3 Líquida 500UI de Child'Life | Fortalece los huesos y Apoya el Sistema Inmunológico | Gotero de 30ml Sabor a,30ml,Gotas,8,30,115,alta,imagen,etiqueta: Serving Size 8 Drops. Servings Per Container: 115. Corregido unidad de ml a Gotas.
VHMX00492,"Zinc Plus Líquido de ChildLife | Favorece el crecimiento y desarrollo infantil, sistema inmune | 118 ml",118 ml,Cucharaditas,2,118,12,alta,imagen,"etiqueta: Serving Size 1/2 tsp (2.5 mL); 1 tsp (5 mL); 2 tsp (10 mL). Servings Per Container: About 48; 24; 12. Máximo = 2 cucharaditas, 12 porciones. Corregido unidad de ml a Cucharaditas."
VHMX00494,Hierbas Naturales - Jarabe para la tos para Niños de Child Life | Apoyo de la función Inmunitaria | Líquido de 118.5 ml,118.5 ml,Cucharaditas,2,118.5,,alta,imagen,Drug Facts (no Supplement Facts): Children 5-11 yrs: 1-2 teaspoons every 3 hrs. Máximo rango = 2 cucharaditas. Sin porciones totales declaradas. Batch traía dosis=1 corregido a 2 (máximo del rango).
VHMX00496,Probiótico 5 Mil Millones de UFC de Child Life | Refuerzo del Sistema Inmunológico y Soporte Digestivo Infantil | 30 tab,30 tabletas,Tabletas masticables,1,30,30,alta,imagen,etiqueta: Serving Size 1 Tablet. Servings Per Container: 30. Contiene xylitol y flavores — tableta masticable. Corregido unidad de Tabletas a Tabletas masticables.
VHMX00061,Acetil L-Carnitina 500 mg de Now Foods | Ayuda en la producción de energía celular| 200 Cápsulas Vegetales,200 cápsulas,Cápsulas,2,200,100,alta,texto,Tomar 2 cápsulas
VHMX00062,"Selenio 200 mcg de NOW Foods | Contribuye al fortalecimiento del sistema inmunológico | Mineral Esencial, Libre de Levad",90 cápsulas,Cápsulas,1,90,90,alta,texto,Tomar 1 cápsula vegetal
VHMX00063,"Fosfatidilserina, Colina e Inositol, 100 mg de NOW Foods | Mejora la Memoria y la Función Cerebral, Apoyo Cognitivo | 60",60 cápsulas,Cápsulas,1,60,60,alta,texto,Tomar 1 cápsula
VHMX00065,Calcio y Magnesio con Vitamina D-3 y Zinc de NOW Foods | Soporte para la Salud Ósea y Mejor Absorción | 120 Cápsulas Bla,120 cápsulas,Softgels,2,120,60,alta,texto,Tomar 2 cápsulas blandas
VHMX00066,"Saw Palmetto Ortiga Zinc, Licopeno de Now Foods | Apoyo para la prostáta | 90 cápsulas blandas, con 45 servicios",90 cápsulas,Softgels,2,90,45,alta,texto,Tomar 2 cápsulas blandas
VHMX00067,Citrato de Potasio 99 mg de NOW Foods | Apoyo al Balance Electrolítico y Contracción Muscular | 180 Cápsulas Veganas,180 cápsulas,Cápsulas,1,180,180,alta,texto,Tomar 1 cápsula
VHMX00068,"Ácido Pantoténico 500 mg - Vitamina B5 Complejo B de NOW Foods para el Metabolismo Celular, Producción de Energía y Apoy",100 cápsulas,Cápsulas,1,100,100,alta,texto,Tomar 1 cápsula
VHMX00069,"Ácido Gamma-Aminobutírico con Vitamina B6, GABA 500 mg de NOW Foods | Ayuda a equilibrar los niveles de estrés y favorec",100 cápsulas,Cápsulas,1,100,100,alta,texto,Tomar 1 cápsula
VHMX00070,Ácido Gamma-Aminobutírico 750 mg - NOW Foods | Apoyo para la Relajación y el Equilibrio del Sistema Nervioso | 100 y 200,100 cápsulas,Cápsulas,1,100,100,alta,texto,Tomar 1 cápsula vegetal
VHMX00071,Ácido Gamma-Aminobutírico 750 mg - NOW Foods | Apoyo para la Relajación y el Equilibrio del Sistema Nervioso | 100 y 200,200 Cápsulas,Cápsulas,1,200,200,alta,texto,Tomar 1 cápsula vegetal
VHMX00072,5-HTP 100 mg de Now Foods | Apoya la regulación del sueño | 60 y 120 cápsulas vegetales,60 cápsulas,Cápsulas,1,60,60,alta,texto,Tomar 1 cápsula
VHMX00073,5-HTP 100 mg de Now Foods | Apoya la regulación del sueño | 60 y 120 cápsulas vegetales,120 Cápsulas,Cápsulas,1,120,120,alta,texto,Tomar 1 cápsula
VHMX00074,SAMe 400 mg de NOW Foods - Apoyo al Sistema Nervioso | 60 Tabletas Veganas Pequeñas Estabilizadas,60 cápsulas,Tabletas,1,60,60,alta,imagen,"etiqueta: Serving Size 1 Tablet. Sin servings per container declarado, calculado: 60 ÷ 1 = 60."
VHMX00075,NAC N-Acetil Cisteína 1000 mg de NOW Foods - Protección Celular y Sistema Inmunológico | 120 tabletas veganas,120 tabletas,Tabletas,1,120,120,alta,texto,Tomar 1 tableta
VHMX00076,"Vitamina A 10,000 IU de NOW Foods - Apoya la Salud Ocular y Función Inmunológica Saludable | 100 Cápsulas blandas",100 cápsulas,Softgels,1,100,100,alta,texto,Tomar 1 cápsula blanda
VHMX00077,"Vitamina A 25,000 UI de NOW Foods - Soporte Ocular y Función Inmunitaria | 100 Cápsulas Blandas",100 cápsulas,Softgels,1,100,100,alta,texto,Tomar 1 cápsula blanda
VHMX00078,Vitamina B1 100 mg de NOW Foods | Apoyo para el Sistema Nervioso y Energetico | 100 tabletas veganas,100 cápsulas,Tabletas,1,100,100,alta,imagen,"etiqueta: Serving Size 1 Tablet. Sin servings per container declarado, calculado: 100 ÷ 1 = 100."
VHMX00080,Vitamina B6 100 mg NOW Foods | Apoyo Cardiovascular y Función Nerviosa | 100 Cápsulas Vegetarianas,100 cápsulas,Cápsulas,1,100,100,alta,texto,Tomar 1 cápsula vegetal
VHMX00081,Ácido Fólico 800 mcg con Vitamina B-12 de NOW Foods | Complejo de Vitamina B para Metabolismo de la Homocisteína | 250 T,250 cápsulas,Tabletas,1,250,250,alta,imagen,"etiqueta: Serving Size 1 Tablet. Sin servings per container declarado, calculado: 250 ÷ 1 = 250."
VHMX00273,Perlas Probióticas Inmunitarias 7mg + Lactoferrina 10mg de Nature's Way | Contribuye a reforzar el sistema inmunológico,30 cápsulas,Softgels,1,30,30,alta,texto,Tomar 1 cápsula blanda
VHMX00275,Fem V 400mg de Nature's Way | Apoyo para el bienestar del ciclo menstrual - Promueve el bienestar general | 100 y 320 cá,320 cápsulas,Cápsulas,1,320,320,alta,texto,Tomar 1 cápsula
VHMX00274,Fem V 400mg de Nature's Way | Apoyo para el bienestar del ciclo menstrual - Promueve el bienestar general | 100 y 320 cá,100 cápsulas,Cápsulas,1,100,100,alta,texto,Tomar 1 cápsula
VHMX00276,Aceite MCT Orgánico Coco de Nature's Way | Aumenta la Energía y la Resistencia | 480ml - 32 servicios,480ml,Cucharadas,1,480,32,alta,imagen,etiqueta: Serving Size 1 Tablespoon (15 mL). Servings per Container 32.
VHMX00277,"Omega-3, 500mg NutraVege de Nature's Way  | Apoyo de la función cardiovascular | 30 cápsulas blandas",30 cápsulas,Softgels,1,30,30,alta,texto,Tomar 1 cápsula blanda
VHMX00280,Extracto de Ashwagandha 500mg de Nature's Way  | Contribuye a reducir la ansiedad y el estrés | 60 cápsulas veganas,60 cápsulas,Cápsulas,1,60,60,alta,texto,Tomar 1 cápsula
VHMX00281,Resveratrol Mezcla Premium 650mg de Nature's Way | Proporciona una potente acción antioxidante y apoya la función cardio,60 cápsulas,Cápsulas,2,60,30,alta,texto,Tomar 2 cápsulas
VHMX00282,"Raíz de Valeriana 1590mg de Nature's Way  | Contribuye a aliviar la ansiedad y el estrés, promoviendo un sueño reparador",100 cápsulas,Cápsulas,3,100,33.3,alta,texto,Tomar 3 cápsulas
VHMX00283,Citrato de Calcio 500mg de Nature's Way  | Contribuye a fortalecer los huesos y las articulaciones | 100 cápsulas vegana,100 cápsulas,Cápsulas,2,100,50,alta,texto,Tomar 2 cápsulas
VHMX00284,"Gluconato de Hierro 18mg de Nature's Way  | Fortalece Sistema Inmune, contribuyendo a aumentar energía y reducir fatiga ",100 cápsulas,Cápsulas,1,100,100,alta,texto,Tomar 1 cápsula
VHMX00285,"Glicinato de Hierro Líquido 18mg de Nature's Way  | Contribuye a aumentar la energía y reduce la fatiga | 480ml, 32 serv",480ml,Cucharadas,1,480,32,alta,imagen,etiqueta: Serving Size 1 Tablespoon (Tbsp) (15 mL / ½ fl oz). Servings per Container 32.
VHMX00286,Mega DHA 1.000mg Omega 3 de Nature's Way | Apoya y promueve la función cognitiva y ocular | 60 cápsulas blandas,60 cápsulas,Cápsulas,2,60,30,alta,texto,Tomar 2 cápsulas
VHMX00082,"Metil Folato 1,000 mcg de NOW Foods | Apoya la salud neurológica y la división celular | 90 tabletas vegetales",90 cápsulas,Tabletas,1,90,90,alta,imagen,"etiqueta: Serving Size 1 Tablet. Sin servings per container declarado, calculado: 90 ÷ 1 = 90."
VHMX00083,"Metil Folato 5,000 mcg de NOW Foods | Apoya la salud neurológica y la división celular | 50 cápsulas vegetales",50 cápsulas,Cápsulas,1,50,50,alta,texto,Tomar 1 cápsula
VHMX00084,"Vitamina E-400 IU, D-Alfa Tocoferol, Derivado de Plantas de NOW Foods | Apoya la función inmune | 100 Cápsulas Blandas",100 cápsulas,Softgels,1,100,100,alta,texto,Tomar 1 cápsula blanda
VHMX00085,"Vitamina K-2 100 mcg de NOW Foods - Soporte Óseo, Forma Biológicamente Activa Menaquinona-4 (MK-4), Metabolismo del Calc",100 cápsulas,Cápsulas,1,100,100,alta,texto,Tomar 1 cápsula vegetal
VHMX00087,Berberina Soporte de Glucosa 400mg + MCT de NOW Foods | Apoyo al Metabolismo de la Glucosa | 90 cápsulas blandas,90 cápsulas,Softgels,1,90,90,alta,texto,Tomar 1 cápsula blanda
VHMX00088,"Complejo de Hierro con Vitamina C 50mg y Hierro Bisglicinato 27mg de NOW Foods | Fuente Bio-disponible, Ayuda con el Est",100 tabletas,Tabletas,1,100,100,alta,texto,Tomar 1 tableta
VHMX00089,"Minerales de Espectro Completo - Fórmula Multimineral para el  Sistema Óseo, con Alto Contenido de Calcio y Sin Hierro d",120 cápsulas,Cápsulas vegetales,2,120,60,alta,texto,Tomar 2 cápsulas vegetales
